Time,Step,Training loss,Validation loss,Full Validation loss
21:09:45,1489,0.507,-,-
21:09:45,1488,0.2049,-,-
21:09:43,1487,0.2844,-,-
21:09:41,1486,0.2549,-,-
21:09:39,1485,0.2656,-,-
21:09:39,1484,0.5863,-,-
21:09:37,1483,0.3586,-,-
21:09:35,1482,0.3001,-,-
21:09:33,1481,0.148,-,-
21:09:33,1480,0.358,-,-
21:09:31,1479,0.4277,-,-
21:09:29,1478,0.1878,-,-
21:09:27,1477,0.1573,-,-
21:09:27,1476,0.4121,-,-
21:09:25,1475,0.3412,-,-
21:09:23,1474,0.2975,-,-
21:09:21,1473,0.4349,-,-
21:09:19,1472,0.1498,-,0.4046
21:09:05,1471,0.6307,-,-
21:09:03,1470,0.6351,-,-
21:09:03,1469,0.3764,-,-
21:09:01,1468,0.3144,-,-
21:08:59,1467,0.2739,-,-
21:08:57,1466,0.3899,-,-
21:08:57,1465,0.4403,-,-
21:08:55,1464,0.2893,-,-
21:08:53,1463,0.166,-,-
21:08:51,1462,0.5179,-,-
21:08:49,1461,0.4015,-,-
21:08:49,1460,0.3226,-,-
21:08:47,1459,0.3311,-,-
21:08:45,1458,0.4303,-,-
21:08:43,1457,0.4474,-,-
21:08:43,1456,0.4017,-,-
21:08:41,1455,0.3987,-,-
21:08:39,1454,0.523,-,-
21:08:37,1453,0.5501,-,-
21:08:37,1452,0.3166,-,-
21:08:35,1451,0.2697,-,-
21:08:33,1450,0.2626,-,-
21:08:31,1449,0.4719,-,-
21:08:29,1448,0.2945,-,-
21:08:29,1447,0.2327,-,-
21:08:27,1446,0.2914,-,-
21:08:25,1445,0.3841,-,-
21:08:23,1444,0.3215,-,-
21:08:23,1443,0.3825,-,-
21:08:21,1442,0.4048,-,-
21:08:19,1441,0.263,-,-
21:08:17,1440,0.2124,-,-
21:08:17,1439,0.2681,-,-
21:08:15,1438,0.2548,-,-
21:08:13,1437,0.3871,-,-
21:08:11,1436,0.218,-,-
21:08:09,1435,0.4255,-,-
21:08:09,1434,0.279,-,-
21:08:06,1433,0.4376,-,-
21:08:04,1432,0.2706,-,-
21:08:02,1431,0.3795,-,-
21:08:02,1430,0.3886,-,-
21:08:00,1429,0.536,-,-
21:07:58,1428,0.3415,-,-
21:07:56,1427,0.5013,-,-
21:07:56,1426,0.3412,-,-
21:07:54,1425,0.3245,-,-
21:07:52,1424,0.2387,-,-
21:07:50,1423,0.1945,-,-
21:07:48,1422,0.2397,-,-
21:07:48,1421,0.4065,-,-
21:07:46,1420,0.4769,-,-
21:07:44,1419,0.4478,-,-
21:07:42,1418,0.4554,-,-
21:07:42,1417,0.4253,-,-
21:07:40,1416,0.3684,-,-
21:07:38,1415,0.2536,-,-
21:07:36,1414,0.6147,-,-
21:07:34,1413,0.331,-,-
21:07:34,1412,0.1926,-,-
21:07:32,1411,0.2139,-,-
21:07:30,1410,0.431,-,-
21:07:28,1409,0.3466,-,-
21:07:28,1408,0.4066,-,-
21:07:26,1407,0.3728,-,-
21:07:24,1406,0.3013,-,-
21:07:22,1405,0.6484,-,-
21:07:22,1404,0.2153,-,-
21:07:20,1403,0.5844,-,-
21:07:18,1402,0.3464,-,-
21:07:16,1401,0.6649,-,-
21:07:16,1400,0.5589,0.3051,-
21:07:14,1399,0.3996,-,-
21:07:12,1398,0.3375,-,-
21:07:10,1397,0.2425,-,-
21:07:08,1396,0.5477,-,-
21:07:06,1395,0.5392,-,-
21:07:06,1394,0.2296,-,-
21:07:04,1393,0.261,-,-
21:07:02,1392,0.2237,-,-
21:07:00,1391,0.2421,-,-
21:07:00,1390,0.4431,-,-
21:06:58,1389,0.1796,-,-
21:06:56,1388,0.4974,-,-
21:06:54,1387,0.2898,-,-
21:06:52,1386,0.4308,-,-
21:06:52,1385,0.3332,-,-
21:06:50,1384,0.2336,-,-
21:06:48,1383,0.2156,-,-
21:06:46,1382,0.2262,-,-
21:06:46,1381,0.2106,-,-
21:06:44,1380,0.2259,-,-
21:06:42,1379,0.2944,-,-
21:06:40,1378,0.2353,-,-
21:06:40,1377,0.5156,-,-
21:06:38,1376,0.2728,-,-
21:06:36,1375,0.3189,-,-
21:06:34,1374,0.2142,-,-
21:06:32,1373,0.473,-,-
21:06:32,1372,0.2599,-,-
21:06:30,1371,0.2668,-,-
21:06:28,1370,0.2123,-,-
21:06:26,1369,0.3867,-,-
21:06:26,1368,0.4593,-,-
21:06:24,1367,0.2036,-,-
21:06:22,1366,0.4729,-,-
21:06:20,1365,0.458,-,-
21:06:20,1364,0.3742,-,-
21:06:18,1363,0.3239,-,-
21:06:16,1362,0.2029,-,-
21:06:13,1361,0.2671,-,-
21:06:13,1360,0.3806,-,-
21:06:11,1359,0.523,-,-
21:06:09,1358,0.3751,-,-
21:06:07,1357,0.26,-,-
21:06:05,1356,0.3299,-,-
21:06:05,1355,0.5014,-,-
21:06:03,1354,0.4026,-,-
21:06:01,1353,0.4553,-,-
21:05:59,1352,0.2094,-,-
21:05:59,1351,0.2755,-,-
21:05:57,1350,0.2664,-,-
21:05:55,1349,0.3622,-,-
21:05:53,1348,0.1717,-,-
21:05:51,1347,0.3981,-,-
21:05:51,1346,0.1843,-,-
21:05:49,1345,0.4852,-,-
21:05:47,1344,0.2919,-,-
21:05:45,1343,0.4462,-,-
21:05:45,1342,0.3211,-,-
21:05:43,1341,0.3475,-,-
21:05:41,1340,0.2802,-,-
21:05:39,1339,0.4915,-,-
21:05:39,1338,0.4113,-,-
21:05:37,1337,0.4128,-,-
21:05:35,1336,0.207,-,-
21:05:33,1335,0.2426,-,-
21:05:31,1334,0.3925,-,-
21:05:31,1333,0.1936,-,-
21:05:29,1332,0.585,-,-
21:05:27,1331,0.6306,-,-
21:05:25,1330,0.422,-,-
21:05:25,1329,0.3283,-,-
21:05:23,1328,0.3611,-,-
21:05:21,1327,0.5112,-,-
21:05:19,1326,0.6447,-,-
21:05:19,1325,0.2107,-,-
21:05:17,1324,0.5404,-,-
21:05:15,1323,0.5208,-,-
21:05:13,1322,0.2034,-,-
21:05:11,1321,0.4255,-,-
21:05:11,1320,0.3005,-,-
21:05:09,1319,0.3878,-,-
21:05:07,1318,0.1852,-,-
21:05:05,1317,0.1765,-,-
21:05:05,1316,0.3802,-,-
21:05:03,1315,0.3347,-,-
21:05:01,1314,0.4824,-,-
21:04:59,1313,0.1531,-,-
21:04:59,1312,0.7054,-,-
21:04:57,1311,0.4669,-,-
21:04:55,1310,0.3378,-,-
21:04:53,1309,0.5643,-,-
21:04:51,1308,0.3653,-,-
21:04:51,1307,0.3929,-,-
21:04:49,1306,0.3045,-,-
21:04:47,1305,0.3044,-,-
21:04:45,1304,0.5179,-,-
21:04:45,1303,0.351,-,-
21:04:43,1302,0.4666,-,-
21:04:41,1301,0.2165,-,-
21:04:39,1300,0.4207,0.2178,-
21:04:39,1299,0.4404,-,-
21:04:37,1298,0.305,-,-
21:04:35,1297,0.388,-,-
21:04:33,1296,0.3809,-,-
21:04:31,1295,0.2381,-,-
21:04:29,1294,0.5129,-,-
21:04:29,1293,0.2748,-,-
21:04:27,1292,0.2361,-,-
21:04:25,1291,0.4582,-,-
21:04:22,1290,0.2875,-,-
21:04:22,1289,0.2625,-,-
21:04:20,1288,0.2253,-,-
21:04:18,1287,0.5973,-,-
21:04:16,1286,0.2925,-,-
21:04:16,1285,0.3768,-,-
21:04:14,1284,0.3968,-,-
21:04:12,1283,0.2835,-,-
21:04:10,1282,0.1737,-,-
21:04:08,1281,0.4506,-,-
21:04:08,1280,0.4216,-,-
21:04:06,1279,0.2133,-,-
21:04:04,1278,0.382,-,-
21:04:02,1277,0.4344,-,-
21:04:02,1276,0.3614,-,-
21:04:00,1275,0.478,-,-
21:03:58,1274,0.5485,-,-
21:03:56,1273,0.2397,-,-
21:03:56,1272,0.2769,-,-
21:03:54,1271,0.3397,-,-
21:03:52,1270,0.2589,-,-
21:03:50,1269,0.2631,-,-
21:03:48,1268,0.1934,-,-
21:03:48,1267,0.4835,-,-
21:03:46,1266,0.2525,-,-
21:03:44,1265,0.4461,-,-
21:03:42,1264,0.6237,-,-
21:03:42,1263,0.3349,-,-
21:03:40,1262,0.4698,-,-
21:03:38,1261,0.7953,-,-
21:03:36,1260,0.4803,-,-
21:03:36,1259,0.5152,-,-
21:03:34,1258,0.311,-,-
21:03:32,1257,0.2803,-,-
21:03:30,1256,0.265,-,-
21:03:28,1255,0.4002,-,-
21:03:28,1254,0.3567,-,-
21:03:26,1253,0.2435,-,-
21:03:24,1252,0.4308,-,-
21:03:22,1251,0.4764,-,-
21:03:22,1250,0.6165,-,-
21:03:20,1249,0.2404,-,-
21:03:18,1248,0.308,-,-
21:03:16,1247,0.2796,-,-
21:03:16,1246,0.5028,-,-
21:03:14,1245,0.3436,-,-
21:03:12,1244,0.217,-,-
21:03:10,1243,0.3157,-,-
21:03:10,1242,0.5363,-,-
21:03:08,1241,0.3473,-,-
21:03:06,1240,0.2956,-,-
21:03:04,1239,0.3257,-,-
21:03:04,1238,0.2595,-,-
21:03:02,1237,0.4535,-,-
21:03:00,1236,0.4244,-,-
21:02:58,1235,0.2863,-,-
21:02:56,1234,0.4034,-,-
21:02:56,1233,0.4829,-,-
21:02:54,1232,0.3128,-,-
21:02:52,1231,0.2508,-,-
21:02:50,1230,0.2523,-,-
21:02:50,1229,0.3297,-,-
21:02:48,1228,0.2506,-,-
21:02:46,1227,0.7072,-,-
21:02:44,1226,0.5153,-,-
21:02:44,1225,0.3519,-,-
21:02:42,1224,0.3693,-,-
21:02:40,1223,0.3546,-,-
21:02:38,1222,0.3954,-,-
21:02:38,1221,0.354,-,-
21:02:36,1220,0.3131,-,-
21:02:34,1219,0.5011,-,-
21:02:32,1218,0.4341,-,-
21:02:30,1217,0.3997,-,-
21:02:30,1216,0.277,-,-
21:02:28,1215,0.4261,-,-
21:02:26,1214,0.2418,-,-
21:02:23,1213,0.5756,-,-
21:02:23,1212,0.2691,-,-
21:02:21,1211,0.3408,-,-
21:02:19,1210,0.1845,-,-
21:02:17,1209,0.409,-,-
21:02:17,1208,0.3736,-,-
21:02:15,1207,0.4368,-,-
21:02:13,1206,0.5848,-,-
21:02:11,1205,0.4006,-,-
21:02:09,1204,0.2281,-,-
21:02:09,1203,0.6012,-,-
21:02:07,1202,0.5232,-,-
21:02:05,1201,0.2182,-,-
21:02:03,1200,0.4799,0.2626,-
21:02:03,1199,0.2691,-,-
21:02:01,1198,0.4092,-,-
21:01:59,1197,0.3406,-,-
21:01:57,1196,0.5907,-,-
21:01:55,1195,0.3503,-,-
21:01:55,1194,0.4579,-,-
21:01:53,1193,0.6581,-,-
21:01:51,1192,0.3156,-,-
21:01:49,1191,0.2295,-,-
21:01:49,1190,0.5299,-,-
21:01:47,1189,0.3979,-,-
21:01:45,1188,0.4725,-,-
21:01:43,1187,0.3998,-,-
21:01:41,1186,0.3759,-,-
21:01:41,1185,0.2747,-,-
21:01:39,1184,0.291,-,-
21:01:37,1183,0.1796,-,-
21:01:35,1182,0.397,-,-
21:01:35,1181,0.5994,-,-
21:01:33,1180,0.2609,-,-
21:01:31,1179,0.7071,-,-
21:01:29,1178,0.4489,-,-
21:01:29,1177,0.4145,-,-
21:01:27,1176,0.2945,-,-
21:01:25,1175,0.2234,-,-
21:01:23,1174,0.4197,-,-
21:01:23,1173,0.2479,-,-
21:01:21,1172,0.7685,-,-
21:01:19,1171,0.3635,-,-
21:01:17,1170,0.5629,-,-
21:01:17,1169,0.3839,-,-
21:01:15,1168,0.2897,-,-
21:01:13,1167,0.4982,-,-
21:01:11,1166,0.1613,-,-
21:01:09,1165,0.2869,-,-
21:01:09,1164,0.2508,-,-
21:01:07,1163,0.2505,-,-
21:01:05,1162,0.3585,-,-
21:01:03,1161,0.225,-,-
21:01:03,1160,0.275,-,-
21:01:01,1159,0.3938,-,-
21:00:59,1158,0.3749,-,-
21:00:45,1157,0.2867,-,-
21:00:43,1156,0.4641,-,-
21:00:41,1155,0.5124,-,-
21:00:41,1154,0.4224,-,-
21:00:39,1153,0.3035,-,-
21:00:37,1152,0.3199,-,-
21:00:35,1151,0.3586,-,-
21:00:33,1150,0.2315,-,-
21:00:33,1149,0.3727,-,-
21:00:30,1148,0.5381,-,-
21:00:28,1147,0.3711,-,-
21:00:26,1146,0.2483,-,-
21:00:26,1145,0.3152,-,-
21:00:24,1144,0.3562,-,-
21:00:22,1143,0.2911,-,-
21:00:20,1142,0.4551,-,-
21:00:20,1141,0.2509,-,-
21:00:18,1140,0.4541,-,-
21:00:16,1139,0.3005,-,-
21:00:14,1138,0.6432,-,-
21:00:12,1137,0.4603,-,-
21:00:12,1136,0.2852,-,-
21:00:10,1135,0.6592,-,-
21:00:08,1134,0.2445,-,-
21:00:06,1133,0.2893,-,-
21:00:06,1132,0.3664,-,-
21:00:04,1131,0.4789,-,-
21:00:02,1130,0.467,-,-
21:00:00,1129,0.4152,-,-
21:00:00,1128,0.2329,-,-
20:59:58,1127,0.6929,-,-
20:59:56,1126,0.3118,-,-
20:59:54,1125,0.2771,-,-
20:59:54,1124,0.1973,-,-
20:59:52,1123,0.5281,-,-
20:59:50,1122,0.413,-,-
20:59:48,1121,0.2666,-,-
20:59:48,1120,0.5894,-,-
20:59:46,1119,0.5033,-,-
20:59:44,1118,0.201,-,-
20:59:42,1117,0.3116,-,-
20:59:40,1116,0.32,-,-
20:59:40,1115,0.2538,-,-
20:59:38,1114,0.218,-,-
20:59:36,1113,0.4111,-,-
20:59:34,1112,0.2539,-,-
20:59:34,1111,0.1717,-,-
20:59:32,1110,0.3286,-,-
20:59:30,1109,0.3981,-,-
20:59:28,1108,0.319,-,-
20:59:28,1107,0.3973,-,-
20:59:26,1106,0.3554,-,-
20:59:24,1105,0.3232,-,-
20:59:22,1104,0.4101,-,-
20:59:20,1103,0.4225,-,-
20:59:20,1102,0.4001,-,-
20:59:18,1101,0.1731,-,-
20:59:16,1100,0.3918,0.4208,-
20:59:14,1099,0.2728,-,-
20:59:12,1098,0.3993,-,-
20:59:12,1097,0.2824,-,-
20:59:10,1096,0.4161,-,-
20:59:08,1095,0.3128,-,-
20:59:06,1094,0.2753,-,-
20:59:06,1093,0.3605,-,-
20:59:04,1092,0.3674,-,-
20:59:02,1091,0.243,-,-
20:59:00,1090,0.4972,-,-
20:58:58,1089,0.2003,-,-
20:58:58,1088,0.3337,-,-
20:58:56,1087,0.4496,-,-
20:58:54,1086,0.3165,-,-
20:58:52,1085,0.3584,-,-
20:58:52,1084,0.347,-,-
20:58:50,1083,0.362,-,-
20:58:48,1082,0.4225,-,-
20:58:46,1081,0.4073,-,-
20:58:46,1080,0.244,-,-
20:58:44,1079,0.2996,-,-
20:58:42,1078,0.4458,-,-
20:58:40,1077,0.2827,-,-
20:58:40,1076,0.2844,-,-
20:58:37,1075,0.4605,-,-
20:58:35,1074,0.2295,-,-
20:58:33,1073,0.1738,-,-
20:58:31,1072,0.7348,-,-
20:58:31,1071,0.3544,-,-
20:58:29,1070,0.3657,-,-
20:58:27,1069,0.4313,-,-
20:58:25,1068,0.4236,-,-
20:58:25,1067,0.5329,-,-
20:58:23,1066,0.5245,-,-
20:58:21,1065,0.7917,-,-
20:58:19,1064,0.2819,-,-
20:58:19,1063,0.2039,-,-
20:58:17,1062,0.3583,-,-
20:58:15,1061,0.4404,-,-
20:58:13,1060,0.3304,-,-
20:58:13,1059,0.1916,-,-
20:58:11,1058,0.3954,-,-
20:58:09,1057,0.2753,-,-
20:58:07,1056,0.2603,-,-
20:58:05,1055,0.4193,-,-
20:58:05,1054,0.2718,-,-
20:58:03,1053,0.5622,-,-
20:58:01,1052,0.2532,-,-
20:57:59,1051,0.3926,-,-
20:57:59,1050,0.2493,-,-
20:57:57,1049,0.2129,-,-
20:57:55,1048,0.4418,-,-
20:57:53,1047,0.2109,-,-
20:57:53,1046,0.2429,-,-
20:57:51,1045,0.3506,-,-
20:57:49,1044,0.6065,-,-
20:57:47,1043,0.4324,-,-
20:57:47,1042,0.286,-,-
20:57:45,1041,0.4715,-,-
20:57:43,1040,0.4004,-,-
20:57:41,1039,0.3914,-,-
20:57:39,1038,0.3359,-,-
20:57:39,1037,0.5707,-,-
20:57:37,1036,0.2168,-,-
20:57:35,1035,0.3429,-,-
20:57:33,1034,0.2656,-,-
20:57:33,1033,0.3323,-,-
20:57:31,1032,0.2759,-,-
20:57:29,1031,0.7378,-,-
20:57:27,1030,0.5232,-,-
20:57:27,1029,0.3432,-,-
20:57:25,1028,0.2101,-,-
20:57:23,1027,0.2854,-,-
20:57:21,1026,0.3536,-,-
20:57:21,1025,0.6909,-,-
20:57:19,1024,0.2747,-,-
20:57:17,1023,0.3904,-,-
20:57:15,1022,0.4467,-,-
20:57:15,1021,0.3201,-,-
20:57:13,1020,0.244,-,-
20:57:11,1019,0.2792,-,-
20:57:09,1018,0.4556,-,-
20:57:07,1017,0.6534,-,-
20:57:07,1016,0.301,-,-
20:57:05,1015,0.4667,-,-
20:57:03,1014,0.6161,-,-
20:57:01,1013,0.2831,-,-
20:57:01,1012,0.224,-,-
20:56:59,1011,0.2903,-,-
20:56:57,1010,0.4995,-,-
20:56:55,1009,0.2119,-,-
20:56:55,1008,0.445,-,-
20:56:53,1007,0.5009,-,-
20:56:50,1006,0.6042,-,-
20:56:48,1005,0.1735,-,-
20:56:48,1004,0.221,-,-
20:56:46,1003,0.6005,-,-
20:56:44,1002,0.3333,-,-
20:56:42,1001,0.372,-,-
20:56:42,1000,0.5713,0.459,-
20:56:40,999,0.527,-,-
20:56:38,998,0.1822,-,-
20:56:36,997,0.5892,-,-
20:56:34,996,0.4297,-,-
20:56:32,995,0.3035,-,-
20:56:32,994,0.2865,-,-
20:56:30,993,0.4539,-,-
20:56:28,992,0.2027,-,-
20:56:26,991,0.2332,-,-
20:56:26,990,0.3312,-,-
20:56:24,989,0.294,-,-
20:56:22,988,0.227,-,-
20:56:20,987,0.2496,-,-
20:56:20,986,0.2573,-,-
20:56:18,985,0.3034,-,-
20:56:16,984,0.3083,-,-
20:56:14,983,0.267,-,-
20:56:14,982,0.3738,-,-
20:56:12,981,0.4468,-,-
20:56:10,980,0.5649,-,-
20:56:08,979,0.7479,-,-
20:56:08,978,0.1828,-,-
20:56:06,977,0.461,-,-
20:56:04,976,0.3952,-,-
20:56:02,975,0.4047,-,-
20:56:00,974,0.1452,-,-
20:56:00,973,0.337,-,-
20:55:58,972,0.4168,-,-
20:55:56,971,0.3313,-,-
20:55:54,970,0.3238,-,-
20:55:54,969,0.497,-,-
20:55:52,968,0.3265,-,-
20:55:50,967,0.283,-,-
20:55:48,966,0.3458,-,-
20:55:48,965,6.8613,-,-
20:55:46,964,0.1926,-,-
20:55:44,963,0.4441,-,-
20:55:42,962,0.3096,-,-
20:55:42,961,0.4083,-,-
20:55:40,960,0.4138,-,-
20:55:38,959,0.165,-,-
20:55:36,958,0.1909,-,-
20:55:34,957,0.5106,-,-
20:55:34,956,0.2687,-,-
20:55:32,955,0.3798,-,-
20:55:30,954,0.2387,-,-
20:55:28,953,0.2028,-,-
20:55:28,952,0.2561,-,-
20:55:26,951,0.3992,-,-
20:55:24,950,0.1658,-,-
20:55:22,949,0.3716,-,-
20:55:22,948,0.3895,-,-
20:55:20,947,0.2414,-,-
20:55:18,946,0.2511,-,-
20:55:16,945,0.3487,-,-
20:55:16,944,0.4429,-,-
20:55:14,943,0.2704,-,-
20:55:12,942,0.5215,-,-
20:55:10,941,0.4067,-,-
20:55:10,940,0.4885,-,-
20:55:08,939,0.3691,-,-
20:55:06,938,0.1121,-,-
20:55:04,937,0.2865,-,-
20:55:04,936,0.2731,-,-
20:55:01,935,0.6398,-,-
20:54:59,934,0.3238,-,-
20:54:57,933,0.2742,-,-
20:54:55,932,0.4315,-,-
20:54:55,931,0.2475,-,-
20:54:53,930,0.6532,-,-
20:54:51,929,0.302,-,-
20:54:49,928,0.4527,-,-
20:54:49,927,0.3693,-,-
20:54:47,926,0.3883,-,-
20:54:45,925,0.5483,-,-
20:54:43,924,0.2285,-,-
20:54:43,923,0.6022,-,-
20:54:41,922,0.3386,-,-
20:54:39,921,0.3344,-,-
20:54:37,920,0.6089,-,-
20:54:37,919,0.2223,-,-
20:54:35,918,0.3112,-,-
20:54:33,917,0.474,-,-
20:54:31,916,0.1829,-,-
20:54:31,915,0.211,-,-
20:54:29,914,0.5639,-,-
20:54:27,913,0.2578,-,-
20:54:25,912,0.3935,-,-
20:54:25,911,0.3805,-,-
20:54:23,910,0.3208,-,-
20:54:21,909,0.3554,-,-
20:54:19,908,0.2464,-,-
20:54:19,907,0.5131,-,-
20:54:17,906,0.2454,-,-
20:54:15,905,0.3826,-,-
20:54:13,904,0.251,-,-
20:54:13,903,0.4414,-,-
20:54:11,902,0.4675,-,-
20:54:09,901,0.6217,-,-
20:54:07,900,0.5141,0.2992,-
20:54:05,899,0.3372,-,-
20:54:05,898,0.3166,-,-
20:54:03,897,0.3674,-,-
20:54:01,896,0.2485,-,-
20:53:59,895,0.4819,-,-
20:53:57,894,0.1573,-,-
20:53:57,893,0.2066,-,-
20:53:55,892,0.2417,-,-
20:53:53,891,0.3689,-,-
20:53:51,890,0.3679,-,-
20:53:51,889,0.5296,-,-
20:53:49,888,0.2808,-,-
20:53:47,887,0.2478,-,-
20:53:45,886,0.2066,-,-
20:53:45,885,0.5268,-,-
20:53:43,884,0.3674,-,-
20:53:41,883,0.2315,-,-
20:53:39,882,0.195,-,-
20:53:39,881,0.3033,-,-
20:53:37,880,0.4299,-,-
20:53:35,879,0.2215,-,-
20:53:33,878,0.2601,-,-
20:53:31,877,0.2121,-,-
20:53:31,876,0.4869,-,-
20:53:29,875,0.2944,-,-
20:53:27,874,0.4165,-,-
20:53:25,873,0.4123,-,-
20:53:25,872,0.2544,-,-
20:53:23,871,0.3818,-,-
20:53:21,870,0.3946,-,-
20:53:19,869,0.2415,-,-
20:53:19,868,0.4938,-,-
20:53:17,867,0.5879,-,-
20:53:15,866,0.2755,-,-
20:53:13,865,0.5491,-,-
20:53:13,864,0.2317,-,-
20:53:11,863,0.3021,-,-
20:53:08,862,0.2756,-,-
20:53:06,861,0.2992,-,-
20:53:06,860,0.4493,-,-
20:53:04,859,0.4421,-,-
20:53:02,858,0.3574,-,-
20:53:00,857,0.53,-,-
20:53:00,856,0.3586,-,-
20:52:58,855,0.3955,-,-
20:52:56,854,0.3234,-,-
20:52:54,853,0.2095,-,-
20:52:54,852,0.3094,-,-
20:52:52,851,0.5918,-,-
20:52:50,850,0.2452,-,-
20:52:48,849,0.5376,-,-
20:52:46,848,0.4277,-,-
20:52:46,847,0.3022,-,-
20:52:44,846,0.2064,-,-
20:52:42,845,0.219,-,-
20:52:40,844,0.3612,-,-
20:52:40,843,0.5025,-,-
20:52:38,842,0.3354,-,-
20:52:36,841,0.3538,-,-
20:52:34,840,0.4815,-,-
20:52:34,839,0.4211,-,-
20:52:32,838,0.4703,-,-
20:52:30,837,0.6036,-,-
20:52:28,836,0.3981,-,-
20:52:28,835,0.5344,-,-
20:52:26,834,0.2789,-,-
20:52:24,833,0.2304,-,-
20:52:22,832,0.3431,-,-
20:52:22,831,0.2836,-,-
20:52:20,830,0.6324,-,-
20:52:18,829,0.4225,-,-
20:52:16,828,0.2626,-,-
20:52:14,827,0.2594,-,-
20:52:14,826,0.2994,-,-
20:52:12,825,0.3571,-,-
20:52:10,824,0.3152,-,-
20:52:08,823,0.3658,-,-
20:52:08,822,0.3742,-,-
20:52:06,821,0.4256,-,-
20:52:04,820,0.2349,-,-
20:52:02,819,0.4339,-,-
20:52:02,818,0.2849,-,-
20:52:00,817,0.3316,-,-
20:51:58,816,0.5511,-,-
20:51:56,815,0.3389,-,-
20:51:56,814,0.3435,-,-
20:51:54,813,0.4897,-,-
20:51:52,812,0.373,-,-
20:51:50,811,0.2171,-,-
20:51:50,810,0.2402,-,-
20:51:48,809,0.4366,-,-
20:51:46,808,0.4339,-,-
20:51:44,807,0.4664,-,-
20:51:42,806,0.3429,-,-
20:51:42,805,0.537,-,-
20:51:40,804,0.2191,-,-
20:51:38,803,0.4462,-,-
20:51:36,802,0.3454,-,-
20:51:36,801,0.3534,-,-
20:51:34,800,0.3845,0.4388,-
20:51:32,799,0.2505,-,-
20:51:30,798,0.3412,-,-
20:51:28,797,0.3367,-,-
20:51:28,796,0.2882,-,-
20:51:26,795,0.3883,-,-
20:51:24,794,0.5352,-,-
20:51:22,793,0.3717,-,-
20:51:22,792,0.4609,-,-
20:51:20,791,0.3539,-,-
20:51:18,790,0.43,-,-
20:51:16,789,0.2849,-,-
20:51:13,788,0.5273,-,-
20:51:13,787,0.2113,-,-
20:51:11,786,0.2929,-,-
20:51:09,785,0.403,-,-
20:51:07,784,0.6559,-,-
20:51:07,783,0.2618,-,-
20:51:05,782,0.3717,-,-
20:51:03,781,0.2927,-,-
20:51:01,780,0.6597,-,-
20:51:01,779,0.3384,-,-
20:50:59,778,0.546,-,-
20:50:57,777,0.4414,-,-
20:50:55,776,0.2284,-,-
20:50:55,775,0.238,-,-
20:50:53,774,0.4139,-,-
20:50:51,773,0.4276,-,-
20:50:49,772,0.2194,-,-
20:50:49,771,0.4848,-,-
20:50:47,770,0.3175,-,-
20:50:45,769,0.3531,-,-
20:50:43,768,0.298,-,-
20:50:41,767,0.235,-,-
20:50:41,766,0.6195,-,-
20:50:39,765,0.2594,-,-
20:50:37,764,0.481,-,-
20:50:35,763,0.3999,-,-
20:50:35,762,0.326,-,-
20:50:33,761,0.448,-,-
20:50:31,760,0.4613,-,-
20:50:29,759,0.4698,-,-
20:50:29,758,0.1309,-,-
